ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000016.SH,20251222,3020.2285,3010.7959,3025.5484,3010.7959,3004.3401,15.8884,0.5288,34728192.0,106734705.416
000016.SH,20251219,3004.3401,2993.9292,3016.3835,2987.7096,2998.517,5.8231,0.1942,36605533.0,94940040.964
000016.SH,20251218,2998.517,2983.7666,3002.022,2980.9513,2991.6777,6.8393,0.2286,32545683.0,82717279.546
000016.SH,20251217,2991.6777,2955.4744,3005.873,2948.7363,2954.7872,36.8905,1.2485,38500743.0,107470290.057
000016.SH,20251216,2954.7872,2980.9374,2986.0832,2946.6016,2987.0684,-32.2812,-1.0807,38302165.0,103323964.583
000016.SH,20251215,2987.0684,2979.7635,3015.3894,2978.1279,2994.6446,-7.5762,-0.253,38490227.0,111134261.218
000016.SH,20251212,2994.6446,2981.967,2994.8654,2965.6878,2977.0319,17.6127,0.5916,57188912.0,137257733.506
000016.SH,20251211,2977.0319,2995.6324,2998.9811,2966.1838,2988.6375,-11.6056,-0.3883,39399027.0,96980569.944
000016.SH,20251210,2988.6375,2994.1487,2996.2102,2970.592,2997.9603,-9.3228,-0.311,41511589.0,101333842.347
000016.SH,20251209,2997.9603,3012.2443,3015.4481,2991.6511,3019.362,-21.4017,-0.7088,43425923.0,110095086.662
000016.SH,20251208,3019.362,3006.633,3030.5712,3005.3817,3002.0087,17.3533,0.5781,44895792.0,125238996.681
000016.SH,20251205,3002.0087,2970.62,3010.7174,2969.0856,2974.3371,27.6716,0.9303,44603491.0,110447295.446
000016.SH,20251204,2974.3371,2968.5557,2980.2368,2958.6065,2963.0763,11.2608,0.38,36282556.0,88622457.881
000016.SH,20251203,2963.0763,2976.1129,2983.6125,2957.794,2978.4671,-15.3908,-0.5167,38519732.0,85494993.469
000016.SH,20251202,2978.4671,2992.3844,2994.7147,2970.9507,2993.6761,-15.209,-0.508,33481828.0,79166109.686
000016.SH,20251201,2993.6761,2975.2716,2994.4534,2972.7914,2969.6171,24.059,0.8102,46519461.0,112812937.206
000016.SH,20251128,2969.6171,2969.2279,2973.3161,2954.7148,2972.2651,-2.648,-0.0891,37274314.0,85031499.552
000016.SH,20251127,2972.2651,2976.0775,2988.1998,2965.5458,2971.7985,0.4666,0.0157,39287797.0,105106127.419
000016.SH,20251126,2971.7985,2969.7762,2979.9805,2968.0212,2968.2023,3.5962,0.1212,40057977.0,97257763.384
000016.SH,20251125,2968.2023,2963.6888,2974.7651,2952.3493,2950.562,17.6403,0.5979,42405177.0,98032091.777
000016.SH,20251124,2950.562,2967.1642,2970.2046,2942.288,2955.8541,-5.2921,-0.179,50801706.0,110270571.78
000016.SH,20251121,2955.8541,2989.8718,2998.8069,2953.4599,3008.2904,-52.4363,-1.7431,60393126.0,126324510.523
000016.SH,20251120,3008.2904,3030.0366,3038.9117,3004.2414,3020.3487,-12.0583,-0.3992,54043554.0,100981681.523
000016.SH,20251119,3020.3487,3004.6463,3033.2241,3004.2029,3003.0175,17.3312,0.5771,48200355.0,99551462.269
000016.SH,20251118,3003.0175,3005.7411,3023.027,2995.1737,3012.0714,-9.0539,-0.3006,43587327.0,106201113.948
000016.SH,20251117,3012.0714,3033.0222,3037.2251,3001.2019,3038.4255,-26.3541,-0.8674,48233902.0,111804667.199
000016.SH,20251114,3038.4255,3058.1232,3073.71,3037.8801,3073.6656,-35.2401,-1.1465,48802756.0,120375771.414
000016.SH,20251113,3073.6656,3044.9244,3075.2142,3044.9244,3044.3011,29.3645,0.9646,54126408.0,132480841.554
000016.SH,20251112,3044.3011,3035.0264,3059.9536,3035.0264,3034.6329,9.6682,0.3186,57517235.0,136890420.335
000016.SH,20251111,3034.6329,3059.7561,3060.2835,3023.9195,3053.857,-19.2241,-0.6295,41042551.0,118061083.592
000016.SH,20251110,3053.857,3043.5061,3054.5532,3030.2344,3038.3455,15.5115,0.5105,49079644.0,139907225.376
000016.SH,20251107,3038.3455,3036.0097,3050.0116,3034.7232,3044.7416,-6.3961,-0.2101,47669347.0,119848197.717
000016.SH,20251106,3044.7416,3015.3494,3049.4861,3012.4374,3007.97,36.7716,1.2225,50629447.0,143933861.922
000016.SH,20251105,3007.97,2985.7604,3018.3492,2981.8185,3012.9691,-4.9991,-0.1659,46871754.0,117448115.257
000016.SH,20251104,3012.9691,3014.8315,3029.9229,2999.2496,3016.3507,-3.3816,-0.1121,55980900.0,131057968.103
000016.SH,20251103,3016.3507,3009.1626,3017.4522,2990.2754,3011.5547,4.796,0.1593,54900375.0,134637115.733
000016.SH,20251031,3011.5547,3046.1815,3046.2357,3011.5547,3046.6108,-35.0561,-1.1507,69318922.0,169286263.811
000016.SH,20251030,3046.6108,3053.793,3076.8717,3043.571,3063.021,-16.4102,-0.5358,65736103.0,184730170.077
000016.SH,20251029,3063.021,3049.446,3064.5563,3048.5897,3050.4162,12.6048,0.4132,60144586.0,156303440.848
000016.SH,20251028,3050.4162,3059.8757,3075.249,3044.5627,3069.5293,-19.1131,-0.6227,54626241.0,148719926.467
000016.SH,20251027,3069.5293,3064.3831,3078.7842,3052.3982,3045.8161,23.7132,0.7785,70405039.0,185294640.292
000016.SH,20251024,3045.8161,3031.9158,3052.8185,3028.3795,3026.9044,18.9117,0.6248,55120382.0,155440252.644
000016.SH,20251023,3026.9044,3001.9951,3030.7955,2985.4345,3010.0951,16.8093,0.5584,60206654.0,121208154.162
000016.SH,20251022,3010.0951,2987.3457,3015.1736,2987.3457,3007.2634,2.8317,0.0942,51417563.0,123840808.472
000016.SH,20251021,3007.2634,2983.2774,3014.101,2979.1177,2974.8648,32.3986,1.0891,55301752.0,147269705.357
000016.SH,20251020,2974.8648,2984.3122,2995.0219,2967.6882,2967.7748,7.09,0.2389,53180976.0,128361668.891
000016.SH,20251017,2967.7748,3017.427,3022.813,2963.9354,3019.1966,-51.4218,-1.7032,62678056.0,148748973.205
000016.SH,20251016,3019.1966,2994.2213,3028.5693,2992.5494,3001.3489,17.8477,0.5947,63410921.0,152079953.404
000016.SH,20251015,3001.3489,2962.7532,3003.0036,2958.446,2961.101,40.2479,1.3592,63376996.0,157106107.967
000016.SH,20251014,2961.101,2986.5814,2996.6825,2949.9101,2967.206,-6.105,-0.2057,86183399.0,219194297.062
000016.SH,20251013,2967.206,2917.8767,2972.194,2917.8767,2974.8535,-7.6475,-0.2571,70163467.0,185782713.474
000016.SH,20251010,2974.8535,3000.5571,3012.5891,2966.5775,3020.5964,-45.7429,-1.5144,67283722.0,200180939.045
000016.SH,20251009,3020.5964,3004.4532,3030.7168,2984.8349,2988.9386,31.6578,1.0592,76369809.0,231922670.334
000016.SH,20250930,2988.9386,2985.0966,2992.5391,2976.5892,2973.0417,15.8969,0.5347,59065266.0,175001145.599
000016.SH,20250929,2973.0417,2940.0366,3000.4819,2922.0087,2941.0184,32.0233,1.0889,70632299.0,189968688.346
000016.SH,20250926,2941.0184,2941.1692,2962.7545,2938.3153,2952.7352,-11.7168,-0.3968,48141612.0,150187540.181
000016.SH,20250925,2952.7352,2944.7279,2962.1806,2941.8705,2939.5078,13.2274,0.45,54322268.0,158667243.934
000016.SH,20250924,2939.5078,2908.0722,2942.5917,2908.0722,2919.5148,19.993,0.6848,51462065.0,157195056.025
000016.SH,20250923,2919.5148,2917.9905,2938.1186,2891.7826,2922.1795,-2.6647,-0.0912,62896875.0,168986561.1
000016.SH,20250922,2922.1795,2911.0242,2929.5159,2901.1189,2909.7442,12.4353,0.4274,46979876.0,156401493.015
000016.SH,20250919,2909.7442,2914.3621,2930.4733,2906.1651,2912.8256,-3.0814,-0.1058,57236551.0,163260755.856
000016.SH,20250918,2912.8256,2959.389,2971.5578,2890.5995,2952.7778,-39.9522,-1.353,74860029.0,225774171.124
000016.SH,20250917,2952.7778,2942.8802,2960.3107,2935.7836,2947.8222,4.9556,0.1681,56668537.0,155034251.533
000016.SH,20250916,2947.8222,2969.2337,2974.9485,2942.2965,2962.6154,-14.7932,-0.4993,57639416.0,155429554.33
000016.SH,20250915,2962.6154,2976.3452,2984.8555,2957.7164,2968.5397,-5.9243,-0.1996,52551778.0,145698287.4
000016.SH,20250912,2968.5397,2986.0229,2998.9807,2964.5848,2983.0829,-14.5432,-0.4875,61709804.0,177453288.3
000016.SH,20250911,2983.0829,2925.6584,2983.1968,2917.8084,2939.5911,43.4918,1.4795,68326502.0,188495491.825
000016.SH,20250910,2939.5911,2928.1117,2954.4384,2923.5643,2928.6323,10.9588,0.3742,56404895.0,133801735.189
000016.SH,20250909,2928.6323,2928.5317,2949.5373,2915.0433,2939.8823,-11.25,-0.3827,55723378.0,139241444.851
000016.SH,20250908,2939.8823,2940.9806,2953.9061,2926.3855,2942.2162,-2.3339,-0.0793,67340772.0,153725794.417
000016.SH,20250905,2942.2162,2908.5118,2949.8243,2899.6892,2910.47,31.7462,1.0908,62380387.0,160854405.967
000016.SH,20250904,2910.47,2949.9718,2949.9718,2879.4131,2960.9933,-50.5233,-1.7063,91920544.0,208034956.31
000016.SH,20250903,2960.9933,2995.463,3002.1798,2939.8123,2992.881,-31.8877,-1.0655,63723571.0,161064553.193
000016.SH,20250902,2992.881,2983.7201,3006.4568,2967.5186,2981.2024,11.6786,0.3917,77445856.0,196061437.507
000016.SH,20250901,2981.2024,2986.6511,2988.5465,2965.4498,2976.4732,4.7292,0.1589,72800163.0,195262209.501
000016.SH,20250829,2976.4732,2954.931,2988.997,2954.931,2960.7266,15.7466,0.5318,84761466.0,226530507.719
000016.SH,20250828,2960.7266,2918.5275,2963.0741,2906.65,2918.3789,42.3477,1.4511,65993248.0,195214796.367
000016.SH,20250827,2918.3789,2974.4076,2983.0226,2918.3789,2969.7762,-51.3973,-1.7307,71005356.0,197654248.637
000016.SH,20250826,2969.7762,2975.6968,2985.5398,2964.2086,2989.8549,-20.0787,-0.6716,54565823.0,149729861.131
000016.SH,20250825,2989.8549,2950.6533,2989.8549,2943.9761,2928.6135,61.2414,2.0911,86358967.0,231306794.062
000016.SH,20250822,2928.6135,2868.5907,2928.8813,2868.5907,2862.1764,66.4371,2.3212,67741563.0,180644676.367
000016.SH,20250821,2862.1764,2853.7873,2872.9578,2850.6301,2846.9907,15.1857,0.5334,65309499.0,136486097.042
000016.SH,20250820,2846.9907,2808.4369,2848.0328,2799.4026,2812.4225,34.5682,1.2291,58597343.0,139705685.755
000016.SH,20250819,2812.4225,2843.2849,2858.4124,2812.3039,2838.8726,-26.4501,-0.9317,62843222.0,153139710.506
000016.SH,20250818,2838.8726,2843.0864,2861.9842,2832.4643,2832.8759,5.9967,0.2117,73385466.0,162158390.204
000016.SH,20250815,2832.8759,2821.9746,2847.6119,2813.0912,2829.4703,3.4056,0.1204,71117777.0,142205455.366
000016.SH,20250814,2829.4703,2815.4926,2858.009,2815.4926,2812.9804,16.4899,0.5862,50008770.0,131056130.906
000016.SH,20250813,2812.9804,2809.0464,2828.8599,2806.6607,2807.0124,5.968,0.2126,54720114.0,125505582.143
000016.SH,20250812,2807.0124,2791.204,2816.5938,2791.204,2789.8959,17.1165,0.6135,42603267.0,109687752.933
000016.SH,20250811,2789.8959,2791.3523,2800.8905,2783.6454,2789.1744,0.7215,0.0259,43484703.0,90333988.698
000016.SH,20250808,2789.1744,2795.782,2801.0785,2784.3783,2798.3111,-9.1367,-0.3265,38923878.0,82804572.799
000016.SH,20250807,2798.3111,2797.7108,2808.9181,2787.8322,2797.4234,0.8877,0.0317,42338294.0,94221584.634
000016.SH,20250806,2797.4234,2789.2679,2800.761,2787.5407,2790.7287,6.6947,0.2399,41182917.0,88443253.333
000016.SH,20250805,2790.7287,2773.3799,2794.6033,2768.022,2769.3934,21.3353,0.7704,41264765.0,77882631.514
000016.SH,20250804,2769.3934,2748.6175,2769.3934,2748.6175,2754.1302,15.2632,0.5542,41967961.0,80252037.766
000016.SH,20250801,2754.1302,2771.7616,2780.1556,2749.4583,2775.9935,-21.8633,-0.7876,48962531.0,94074420.474
000016.SH,20250731,2775.9935,2807.3049,2807.9397,2766.929,2819.3508,-43.3573,-1.5378,61515847.0,131852396.938
000016.SH,20250730,2819.3508,2809.4365,2842.474,2802.7397,2808.5917,10.7591,0.3831,52185198.0,112596979.711
000016.SH,20250729,2808.5917,2802.7753,2813.7412,2795.5995,2802.7674,5.8243,0.2078,47051664.0,111954405.495
000016.SH,20250728,2802.7674,2799.2638,2811.2446,2788.0197,2795.5127,7.2547,0.2595,49737265.0,114570541.888
000016.SH,20250725,2795.5127,2807.6305,2810.1084,2788.1851,2812.4428,-16.9301,-0.602,51692557.0,114043143.932
000016.SH,20250724,2812.4428,2797.2625,2819.1297,2791.7835,2801.2002,11.2426,0.4013,60282800.0,118138429.899
000016.SH,20250723,2801.2002,2798.9635,2824.8584,2794.8116,2792.1823,9.0179,0.323,67929831.0,130890238.346
000016.SH,20250722,2792.1823,2773.4045,2795.4904,2760.3092,2772.2385,19.9438,0.7194,68310030.0,129395395.396
000016.SH,20250721,2772.2385,2770.3625,2777.0479,2763.3508,2764.516,7.7225,0.2793,49954337.0,96839356.593
000016.SH,20250718,2764.516,2746.3281,2768.8977,2746.3281,2744.2604,20.2556,0.7381,42130803.0,92467983.909
000016.SH,20250717,2744.2604,2737.3511,2744.7439,2732.3493,2740.9006,3.3598,0.1226,36151094.0,74646333.613
000016.SH,20250716,2740.9006,2748.1658,2754.0575,2729.9126,2747.2269,-6.3263,-0.2303,34245931.0,68141679.569
000016.SH,20250715,2747.2269,2758.718,2765.4962,2731.319,2757.808,-10.5811,-0.3837,41172447.0,79806099.954
000016.SH,20250714,2757.808,2761.4793,2774.2273,2757.808,2756.7725,1.0355,0.0376,51490402.0,90038726.007
000016.SH,20250711,2756.7725,2754.6631,2805.5571,2754.6631,2756.9349,-0.1624,-0.0059,76454518.0,144602038.162
000016.SH,20250710,2756.9349,2739.2305,2777.4151,2739.2305,2739.9202,17.0147,0.621,54142012.0,98728915.526
000016.SH,20250709,2739.9202,2746.1402,2759.0589,2739.2082,2747.1875,-7.2673,-0.2645,47838115.0,83536053.249
000016.SH,20250708,2747.1875,2732.0536,2750.4648,2730.1899,2731.5324,15.6551,0.5731,34080449.0,67878985.189
000016.SH,20250707,2731.5324,2736.0124,2736.2593,2723.9592,2740.444,-8.9116,-0.3252,29319003.0,56659534.859
000016.SH,20250704,2740.444,2722.1782,2761.9215,2715.5525,2724.5488,15.8952,0.5834,39311129.0,75071466.531
000016.SH,20250703,2724.5488,2726.1122,2728.1681,2713.966,2722.5522,1.9966,0.0733,32268510.0,59917411.988
000016.SH,20250702,2722.5522,2720.847,2729.71,2711.5973,2717.7128,4.8394,0.1781,35177495.0,68066186.819
000016.SH,20250701,2717.7128,2714.9673,2721.4042,2708.1857,2711.9853,5.7275,0.2112,33030057.0,66143682.601
000016.SH,20250630,2711.9853,2702.1154,2716.2975,2695.4196,2707.5688,4.4165,0.1631,38305020.0,76464392.236
000016.SH,20250627,2707.5688,2738.9299,2749.5474,2705.7782,2738.4657,-30.8969,-1.1283,57081832.0,95714293.096
000016.SH,20250626,2738.4657,2740.2326,2747.6058,2734.9451,2747.7278,-9.2621,-0.3371,42840625.0,87100921.358
000016.SH,20250625,2747.7278,2714.6256,2750.3893,2707.4028,2715.9216,31.8062,1.1711,50864894.0,102326319.601
000016.SH,20250624,2715.9216,2685.8526,2731.1765,2685.8526,2684.7761,31.1455,1.1601,49028263.0,89075122.241
000016.SH,20250623,2684.7761,2664.6357,2692.9099,2656.6776,2673.7191,11.057,0.4135,42959546.0,72036348.371
000016.SH,20250620,2673.7191,2661.2098,2681.5256,2661.2098,2665.5197,8.1994,0.3076,36316506.0,63162236.214
000016.SH,20250619,2665.5197,2678.3561,2680.867,2658.4927,2679.9218,-14.4021,-0.5374,37645030.0,64020626.58
000016.SH,20250618,2679.9218,2685.4658,2690.9029,2668.8654,2683.9528,-4.031,-0.1502,36667203.0,62133964.426
000016.SH,20250617,2683.9528,2685.3855,2688.6141,2672.683,2685.0092,-1.0564,-0.0393,33121607.0,63516823.529
000016.SH,20250616,2685.0092,2666.8221,2687.1111,2664.4288,2676.4328,8.5764,0.3204,39935905.0,68810917.662
000016.SH,20250613,2676.4328,2684.8823,2690.3507,2669.1134,2691.2752,-14.8424,-0.5515,47991048.0,86476407.424
000016.SH,20250612,2691.2752,2689.6784,2696.782,2674.312,2692.1365,-0.8613,-0.032,34480625.0,70097289.973
000016.SH,20250611,2692.1365,2676.6721,2704.4466,2676.6721,2676.4013,15.7352,0.5879,35573426.0,66527788.512
000016.SH,20250610,2676.4013,2690.8689,2700.1772,2670.1483,2686.8276,-10.4263,-0.3881,41460515.0,76948919.281
000016.SH,20250609,2686.8276,2689.7302,2698.3625,2681.6935,2688.8504,-2.0228,-0.0752,35686891.0,65215798.906
000016.SH,20250606,2688.8504,2691.629,2700.8126,2685.245,2692.1287,-3.2783,-0.1218,29849881.0,52003233.516
000016.SH,20250605,2692.1287,2692.54,2695.8752,2682.5371,2690.8243,1.3044,0.0485,30779056.0,55961666.813
000016.SH,20250604,2690.8243,2688.735,2699.6697,2687.3046,2687.296,3.5283,0.1313,27603830.0,51109215.29
000016.SH,20250603,2687.296,2674.7677,2697.3942,2671.3359,2678.6955,8.6005,0.3211,33608484.0,59077338.748
000016.SH,20250530,2678.6955,2688.9568,2696.1446,2669.1664,2690.8926,-12.1971,-0.4533,32151692.0,57643114.126
000016.SH,20250529,2690.8926,2684.4865,2703.9931,2677.8074,2683.0628,7.8298,0.2918,27471836.0,53279941.309
000016.SH,20250528,2683.0628,2686.7272,2691.4832,2681.8552,2685.2812,-2.2184,-0.0826,25171734.0,44829817.445
000016.SH,20250527,2685.2812,2699.6918,2709.288,2684.709,2699.4225,-14.1413,-0.5239,27096687.0,49855563.746
000016.SH,20250526,2699.4225,2708.2166,2719.7011,2692.6792,2711.8524,-12.4299,-0.4584,30713381.0,59924577.686
000016.SH,20250523,2711.8524,2731.1827,2742.118,2711.8524,2733.6323,-21.7799,-0.7967,33668536.0,69083844.571
000016.SH,20250522,2733.6323,2725.4484,2738.238,2718.7863,2728.4262,5.2061,0.1908,27835070.0,51703120.339
000016.SH,20250521,2728.4262,2716.8379,2740.7712,2716.8379,2716.6294,11.7968,0.4342,31426341.0,59788131.489
000016.SH,20250520,2716.6294,2710.3934,2729.7611,2710.3934,2705.0884,11.541,0.4266,29309796.0,56673728.977
000016.SH,20250519,2705.0884,2710.3218,2716.8646,2701.2521,2716.6618,-11.5734,-0.426,26951611.0,51689571.429
000016.SH,20250516,2716.6618,2734.7448,2739.0569,2706.4662,2740.2976,-23.6358,-0.8625,37006336.0,61093286.552
000016.SH,20250515,2740.2976,2748.535,2758.0842,2735.9038,2753.785,-13.4874,-0.4898,37878448.0,69236007.246
000016.SH,20250514,2753.785,2708.558,2766.2533,2708.4178,2708.0588,45.7262,1.6885,46485155.0,94724047.792
000016.SH,20250513,2708.0588,2713.1095,2713.1095,2702.0573,2702.6172,5.4416,0.2013,39965507.0,69358082.049
000016.SH,20250512,2702.6172,2688.7482,2710.6107,2681.9561,2684.0056,18.6116,0.6934,39123990.0,78880161.766
000016.SH,20250509,2684.0056,2676.1238,2689.5999,2676.1238,2679.509,4.4966,0.1678,32778706.0,60326302.134
000016.SH,20250508,2679.509,2661.2658,2695.7768,2658.6733,2670.7023,8.8067,0.3298,33449077.0,63409173.355
000016.SH,20250507,2670.7023,2685.5582,2685.5582,2656.1999,2647.7166,22.9857,0.8681,47055825.0,80654623.02
000016.SH,20250506,2647.7166,2650.4635,2650.4635,2633.4092,2633.1603,14.5563,0.5528,40705260.0,69691273.413
000016.SH,20250430,2633.1603,2646.0637,2651.2985,2631.8404,2645.5122,-12.3519,-0.4669,43217657.0,72498161.017
000016.SH,20250429,2645.5122,2650.4321,2655.3406,2639.7997,2651.2252,-5.713,-0.2155,28042631.0,53894218.051
000016.SH,20250428,2651.2252,2643.1361,2658.4621,2636.4085,2648.8101,2.4151,0.0912,32909451.0,57671224.641
000016.SH,20250425,2648.8101,2660.1592,2663.3454,2643.3976,2655.3644,-6.5543,-0.2468,32380960.0,57165147.061
000016.SH,20250424,2655.3644,2648.7676,2665.7286,2648.7568,2648.8297,6.5347,0.2467,31252679.0,54273603.618
000016.SH,20250423,2648.8297,2662.9263,2664.4666,2646.3609,2656.5387,-7.709,-0.2902,33046358.0,62628844.144
000016.SH,20250422,2656.5387,2651.4909,2667.8383,2650.3306,2652.8103,3.7284,0.1405,37220822.0,63033510.402
000016.SH,20250421,2652.8103,2655.5448,2671.3441,2652.6543,2657.6367,-4.8264,-0.1816,34411982.0,61440920.944
000016.SH,20250418,2657.6367,2648.6596,2666.2714,2645.8694,2659.8958,-2.2591,-0.0849,30353172.0,52214827.163
000016.SH,20250417,2659.8958,2648.0456,2661.8036,2639.9717,2658.4955,1.4003,0.0527,37879985.0,71370542.638
000016.SH,20250416,2658.4955,2639.2018,2661.7812,2616.8698,2634.5926,23.9029,0.9073,51224732.0,89314649.756
000016.SH,20250415,2634.5926,2624.2008,2637.7501,2615.3674,2628.206,6.3866,0.243,42005386.0,72435255.514
000016.SH,20250414,2628.206,2623.5677,2636.7898,2615.3932,2619.5762,8.6298,0.3294,45123283.0,85930881.736
000016.SH,20250411,2619.5762,2620.7735,2621.1634,2595.4989,2612.619,6.9572,0.2663,44939276.0,91197020.081
000016.SH,20250410,2612.619,2628.5216,2628.5216,2590.7633,2597.1016,15.5174,0.5975,61119831.0,114806163.558
000016.SH,20250409,2597.1016,2548.4871,2597.1016,2541.5521,2574.3529,22.7487,0.8837,77718696.0,143706408.579
000016.SH,20250408,2574.3529,2526.508,2574.3529,2510.6364,2516.9653,57.3876,2.28,90153523.0,153822744.042
000016.SH,20250407,2516.9653,2555.7101,2579.597,2457.0802,2662.2522,-145.2869,-5.4573,102701231.0,177150238.582
000016.SH,20250403,2662.2522,2631.4749,2671.7119,2631.4749,2658.6209,3.6313,0.1366,42173571.0,75585801.657
000016.SH,20250402,2658.6209,2659.1031,2669.3567,2653.4516,2662.7113,-4.0904,-0.1536,32168634.0,54121061.011
000016.SH,20250401,2662.7113,2669.0047,2674.113,2659.0215,2665.6339,-2.9226,-0.1096,40847477.0,70662404.864
000016.SH,20250331,2665.6339,2676.0507,2692.4443,2657.3015,2679.7399,-14.106,-0.5264,49951364.0,77661233.821
000016.SH,20250328,2679.7399,2691.666,2692.7029,2673.2376,2690.8428,-11.1029,-0.4126,35920053.0,61503758.55
000016.SH,20250327,2690.8428,2673.9347,2704.7428,2673.7738,2677.3121,13.5307,0.5054,36473723.0,72464460.695
000016.SH,20250326,2677.3121,2692.4167,2696.5357,2675.7033,2691.8976,-14.5855,-0.5418,37833189.0,68101913.148
000016.SH,20250325,2691.8976,2695.2974,2698.5469,2685.2874,2693.3313,-1.4337,-0.0532,37096214.0,67191749.413
000016.SH,20250324,2693.3313,2675.4609,2696.344,2675.4609,2675.3578,17.9735,0.6718,44923932.0,78582064.201
000016.SH,20250321,2675.3578,2712.7384,2722.4899,2669.7898,2718.1862,-42.8284,-1.5756,46810782.0,95379103.759
000016.SH,20250320,2718.1862,2748.2942,2749.2214,2713.4671,2746.9627,-28.7765,-1.0476,39710765.0,79752316.531
000016.SH,20250319,2746.9627,2737.3127,2757.6177,2733.5664,2739.7453,7.2174,0.2634,46328423.0,80168850.179
000016.SH,20250318,2739.7453,2749.3221,2751.7256,2737.0077,2737.9227,1.8226,0.0666,38611198.0,79263946.674
